ts_code,ann_date,end_date,n_income,basic_eps
000407.SZ,20230429,20230331,35972444.71,0.0258
000407.SZ,20230819,20230630,109366261.25,0.09
000407.SZ,20231028,20230930,142329513.57,0.1158
000407.SZ,20240323,20231231,213638275.24,0.17
000407.SZ,20240425,20240331,29712587.5,0.0227
000407.SZ,20240817,20240630,106598696.12,0.09
000407.SZ,20241026,20240930,126378729.89,0.1247
000407.SZ,20250322,20241231,139010696.24,0.13
000407.SZ,20250426,20250331,35504013.68,0.0312
000407.SZ,20250820,20250630,111882366.31,0.1
000407.SZ,20251028,20250930,151238430.56,0.1364
000407.SZ,20260325,20251231,205201101.16,0.18
000407.SZ,20260428,20260331,52034450.06,0.0409
