ts_code,ann_date,end_date,n_income,basic_eps
688146.SH,20230428,20230331,85303598.3,0.19
688146.SH,20230826,20230630,172081456.46,0.36
688146.SH,20231028,20230930,249035358.05,0.5
688146.SH,20240420,20231231,334859162.65,0.67
688146.SH,20240420,20240331,90325704.21,0.17
688146.SH,20240824,20240630,177854956.13,0.34
688146.SH,20241031,20240930,234089020.16,0.44
688146.SH,20250426,20241231,303928380.24,0.57
688146.SH,20250426,20250331,86673496.22,0.16
688146.SH,20250823,20250630,177836972.13,0.34
688146.SH,20251025,20250930,245496529.29,0.46
688146.SH,20260421,20251231,345520085.37,0.65
688146.SH,20260421,20260331,101286840.0,0.19
