ts_code,ann_date,end_date,n_income,basic_eps
920932.BJ,20230425,20230331,5375077.22,0.07
920932.BJ,20230822,20230630,12438101.89,0.16
920932.BJ,20231028,20230930,22061898.71,0.28
920932.BJ,20240423,20231231,55112262.41,0.76
920932.BJ,20240423,20240331,4827520.96,0.08
920932.BJ,20240827,20240630,14190608.11,0.19
920932.BJ,20241029,20240930,22311422.19,0.33
920932.BJ,20250430,20241231,34051375.9,0.46
920932.BJ,20250430,20250331,-7044593.64,-0.08
920932.BJ,20250823,20250630,3842157.52,0.06
920932.BJ,20251028,20250930,1085763.44,0.02
920932.BJ,20260428,20251231,-92940079.39,-0.84
920932.BJ,20260428,20260331,-3394696.85,-0.05
