ts_code,ann_date,end_date,n_income,basic_eps
920262.BJ,20230427,20230331,6404605.67,0.183
920262.BJ,20230816,20230630,15664822.96,0.2957
920262.BJ,20231031,20230930,24928451.67,0.4706
920262.BJ,20240416,20231231,34242369.25,0.6493
920262.BJ,20240416,20240331,7312909.29,0.1429
920262.BJ,20240827,20240630,11027386.87,0.2133
920262.BJ,20241029,20240930,14560978.64,0.2853
920262.BJ,20250402,20241231,27843713.69,0.5425
920262.BJ,20250423,20250331,8068528.22,0.1563
920262.BJ,20250801,20250630,18952388.63,0.2824
920262.BJ,20251024,20250930,23115717.29,0.3445
920262.BJ,20260402,20251231,38595618.31,0.5714
920262.BJ,20260421,20260331,9629078.45,0.1399
