ts_code,ann_date,end_date,n_income,basic_eps
920694.BJ,20230428,20230331,28247399.15,0.37
920694.BJ,20230825,20230630,51011147.68,0.61
920694.BJ,20231027,20230930,91690175.35,1.02
920694.BJ,20240418,20231231,126314459.24,1.37
920694.BJ,20240427,20240331,14200361.27,0.14
920694.BJ,20240823,20240630,36634882.67,0.36
920694.BJ,20241029,20240930,75645999.36,0.75
920694.BJ,20250319,20241231,103427348.87,1.04
920694.BJ,20250424,20250331,30838012.98,0.31
920694.BJ,20250819,20250630,53387440.7,0.47
920694.BJ,20251029,20250930,77007922.11,0.58
920694.BJ,20260331,20251231,89467681.03,0.68
920694.BJ,20260425,20260331,33123038.94,0.25
