ts_code,ann_date,end_date,n_income,basic_eps
000096.SZ,20230429,20230331,10631497.6,0.019
000096.SZ,20230831,20230630,27778558.45,0.0501
000096.SZ,20231031,20230930,62487439.96,0.114
000096.SZ,20240430,20231231,91242633.4,0.167
000096.SZ,20240430,20240331,7514807.89,0.013
000096.SZ,20240827,20240630,23735457.28,0.0424
000096.SZ,20241030,20240930,68921669.62,0.1267
000096.SZ,20250429,20241231,99457493.17,0.184
000096.SZ,20250430,20250331,15016436.66,0.0275
000096.SZ,20250827,20250630,10347709.04,0.0177
000096.SZ,20251031,20250930,32382246.98,0.0581
000096.SZ,20260428,20251231,117110376.06,0.2174
000096.SZ,20260429,20260331,12762094.65,0.0232
