ts_code,ann_date,end_date,n_income,basic_eps
920748.BJ,20230523,20230331,-9838694.83,-0.16
920748.BJ,20230829,20230630,-6176024.47,-0.09
920748.BJ,20231027,20230930,-8099616.1,-0.12
920748.BJ,20240423,20231231,21582006.31,0.34
920748.BJ,20240423,20240331,-6943179.26,-0.09
920748.BJ,20240827,20240630,-5459837.74,-0.07
920748.BJ,20241029,20240930,-7868552.38,-0.1
920748.BJ,20250429,20241231,22482036.09,0.3
920748.BJ,20250429,20250331,-6603617.74,-0.09
920748.BJ,20250829,20250630,-24902641.75,-0.32
920748.BJ,20251030,20250930,-35013806.63,-0.46
920748.BJ,20260428,20251231,-69730562.56,-0.89
920748.BJ,20260428,20260331,-5955235.6,-0.08
