ts_code,ann_date,end_date,n_income,basic_eps
920002.BJ,20230829,20230630,25465888.46,0.99
920002.BJ,20240518,20231231,49504571.88,1.89
920002.BJ,20240515,20240331,14259847.88,0.53
920002.BJ,20240821,20240630,29899468.44,1.08
920002.BJ,20241029,20240930,45036564.46,1.55
920002.BJ,20250425,20241231,57572252.72,1.92
920002.BJ,20250425,20250331,18530864.04,0.57
920002.BJ,20250826,20250630,33923492.06,0.75
920002.BJ,20251029,20250930,47702436.56,1.05
920002.BJ,20260425,20251231,62676195.15,1.38
920002.BJ,20260425,20260331,15307504.15,0.34
