ts_code,ann_date,end_date,n_income,basic_eps
920022.BJ,20240601,20230331,7260897.27,0.18
920022.BJ,20230819,20230630,17499245.51,0.44
920022.BJ,20241107,20230930,29450934.96,0.72
920022.BJ,20250906,20231231,51984270.52,1.26
920022.BJ,20240601,20240331,16634428.83,0.39
920022.BJ,20240830,20240630,28050608.4,0.66
920022.BJ,20241107,20240930,49283740.46,1.16
920022.BJ,20250906,20241231,69949274.81,1.64
920022.BJ,20250430,20250331,19017035.59,0.44
920022.BJ,20250806,20250630,29453560.37,0.69
920022.BJ,20251030,20250930,51315948.33,1.2
920022.BJ,20260327,20251231,69704571.85,1.48
920022.BJ,20260429,20260331,16489730.0,0.27
