ts_code,ann_date,end_date,n_income,basic_eps
601718.SH,20230413,20230331,24958272.32,0.005
601718.SH,20230818,20230630,70130468.98,0.015
601718.SH,20231025,20230930,113953428.16,0.025
601718.SH,20240413,20231231,188833161.16,0.04
601718.SH,20240427,20240331,-56481932.34,-0.006
601718.SH,20240824,20240630,-52385831.67,-0.004
601718.SH,20241026,20240930,-75504323.38,-0.01
601718.SH,20250428,20241231,-4265273740.35,-0.96
601718.SH,20250429,20250331,7463873.77,0.002
601718.SH,20250823,20250630,-79668596.62,-0.018
601718.SH,20251029,20250930,-188961359.86,-0.042
601718.SH,20260429,20251231,-295512576.51,-0.07
601718.SH,20260429,20260331,-117738783.59,-0.028
