ts_code,ann_date,end_date,n_income,basic_eps
688007.SH,20230428,20230331,-1302447.1,0.03
688007.SH,20230818,20230630,39527466.05,0.16
688007.SH,20231027,20230930,74874922.03,0.28
688007.SH,20240427,20231231,17616281.15,0.23
688007.SH,20240427,20240331,41341932.09,0.1
688007.SH,20240831,20240630,-2929928.31,0.02
688007.SH,20241019,20240930,23897962.51,0.09
688007.SH,20250430,20241231,-5884389.32,0.06
688007.SH,20250430,20250331,-24363489.53,-0.05
688007.SH,20250830,20250630,-137990670.39,-0.29
688007.SH,20251031,20250930,-144513784.05,-0.3
688007.SH,20260430,20251231,-335028994.25,-0.6
688007.SH,20260430,20260331,-37990995.86,-0.08
