ts_code,ann_date,end_date,n_income,basic_eps
920266.BJ,20230427,20230331,1725600.86,0.01
920266.BJ,20230815,20230630,-3986917.5,-0.03
920266.BJ,20231028,20230930,6044110.41,0.05
920266.BJ,20240430,20231231,-12200282.05,-0.1
920266.BJ,20240430,20240331,10529264.31,0.08
920266.BJ,20240827,20240630,4801691.14,0.04
920266.BJ,20241030,20240930,1790516.28,0.01
920266.BJ,20250430,20241231,-74400964.91,-0.6
920266.BJ,20250430,20250331,-16768203.83,-0.14
920266.BJ,20250822,20250630,-28345526.14,-0.23
920266.BJ,20251030,20250930,-35508667.21,-0.29
920266.BJ,20260429,20251231,-51577765.43,-0.42
920266.BJ,20260429,20260331,-4695184.99,-0.04
