ts_code,ann_date,end_date,n_income,basic_eps
300624.SZ,20230412,20230331,24967797.7,0.16
300624.SZ,20230830,20230630,52389381.52,0.33
300624.SZ,20231030,20230930,78762887.46,0.49
300624.SZ,20240427,20231231,108285542.02,0.64
300624.SZ,20240427,20240331,27523019.71,0.19
300624.SZ,20240816,20240630,28967585.61,0.13
300624.SZ,20241025,20240930,-4268934.93,-0.03
300624.SZ,20250428,20241231,-157420052.06,-0.85
300624.SZ,20250428,20250331,-34075103.37,-0.17
300624.SZ,20250829,20250630,-54712303.15,-0.27
300624.SZ,20251029,20250930,-63283284.21,-0.32
300624.SZ,20260428,20251231,-92740577.71,-0.47
300624.SZ,20260428,20260331,-47735290.91,-0.25
