ts_code,ann_date,end_date,n_income,basic_eps
300375.SZ,20230426,20230331,19172060.56,0.0276
300375.SZ,20230830,20230630,12742710.5,0.0176
300375.SZ,20231026,20230930,45747488.89,0.0606
300375.SZ,20240425,20231231,28405592.84,0.04
300375.SZ,20240425,20240331,31396320.33,0.0416
300375.SZ,20240828,20240630,64110082.86,0.0849
300375.SZ,20241030,20240930,77411618.23,0.1024
300375.SZ,20250425,20241231,77908807.63,0.1
300375.SZ,20250425,20250331,22861069.75,0.0307
300375.SZ,20250828,20250630,26348664.36,0.0363
300375.SZ,20251028,20250930,45318548.82,0.0615
300375.SZ,20260429,20251231,-192798746.34,-0.25
300375.SZ,20260429,20260331,3017572.22,0.005
