ts_code,ann_date,end_date,n_income,basic_eps
920396.BJ,20230428,20230331,3653230.94,0.0624
920396.BJ,20230823,20230630,9691887.18,0.17
920396.BJ,20231024,20230930,17554676.65,0.2996
920396.BJ,20240411,20231231,35617102.48,0.6059
920396.BJ,20240426,20240331,7640818.91,0.1278
920396.BJ,20240821,20240630,14884420.73,0.249
920396.BJ,20241030,20240930,25054020.89,0.4191
920396.BJ,20250423,20241231,37887795.73,0.6335
920396.BJ,20250423,20250331,5866191.21,0.0978
920396.BJ,20250822,20250630,13415320.18,0.1864
920396.BJ,20251029,20250930,26740105.54,0.3715
920396.BJ,20260429,20251231,40859278.76,0.5672
920396.BJ,20260429,20260331,7058903.67,0.0977
