ts_code,ann_date,end_date,n_income,basic_eps
603678.SH,20230428,20230331,127592294.39,0.28
603678.SH,20230819,20230630,260814874.51,0.55
603678.SH,20231028,20230930,288049228.6,0.64
603678.SH,20240319,20231231,313469733.48,0.7
603678.SH,20240427,20240331,69693211.38,0.16
603678.SH,20240820,20240630,158106368.61,0.36
603678.SH,20241029,20240930,213928464.47,0.5
603678.SH,20250322,20241231,175243445.55,0.43
603678.SH,20250429,20250331,102837724.07,0.23
603678.SH,20250823,20250630,262187641.84,0.57
603678.SH,20251030,20250930,323852650.83,0.69
603678.SH,20260331,20251231,323488705.02,0.68
603678.SH,20260429,20260331,36570694.08,0.08
