ts_code,ann_date,end_date,n_income,basic_eps
600330.SH,20230426,20230331,89105771.38,0.07
600330.SH,20230818,20230630,190171144.06,0.152
600330.SH,20231028,20230930,282124783.6,0.226
600330.SH,20240416,20231231,324244012.57,0.263
600330.SH,20240426,20240331,44571297.24,0.036
600330.SH,20240821,20240630,82123286.07,0.064
600330.SH,20241029,20240930,127108897.92,0.101
600330.SH,20250418,20241231,81253816.91,0.073
600330.SH,20250429,20250331,48119469.49,0.039
600330.SH,20250826,20250630,52698161.57,0.043
600330.SH,20251028,20250930,58058504.9,0.047
600330.SH,20260428,20251231,-187632522.45,-0.136
600330.SH,20260428,20260331,-44359278.41,-0.034
