ts_code,ann_date,end_date,n_income,basic_eps
920058.BJ,20230510,20230331,7706423.34,0.18
920058.BJ,20230729,20230630,28229622.83,0.67
920058.BJ,20231028,20230930,34675622.73,0.8
920058.BJ,20240430,20231231,51307405.15,1.1
920058.BJ,20240430,20240331,4398848.96,0.08
920058.BJ,20240830,20240630,31699445.68,0.57
920058.BJ,20241029,20240930,48695535.95,0.87
920058.BJ,20250429,20241231,53892054.61,1.0
920058.BJ,20250429,20250331,10394340.65,0.21
920058.BJ,20250828,20250630,38096176.73,0.65
920058.BJ,20251029,20250930,50208963.06,0.86
920058.BJ,20260429,20251231,54069318.37,0.92
920058.BJ,20260429,20260331,8202385.69,0.14
