ts_code,ann_date,end_date,n_income,basic_eps
301357.SZ,20230427,20230331,17763133.33,0.35
301357.SZ,20230829,20230630,14741352.36,0.26
301357.SZ,20231023,20230930,6632710.06,0.11
301357.SZ,20240423,20231231,11540688.25,0.19
301357.SZ,20240423,20240331,3517308.66,0.05
301357.SZ,20240828,20240630,-4148188.57,-0.06
301357.SZ,20241028,20240930,-10401797.5,-0.13
301357.SZ,20250429,20241231,-10890017.27,-0.11
301357.SZ,20250429,20250331,-5070376.66,-0.05
301357.SZ,20250828,20250630,-1093616.16,-0.01
301357.SZ,20251023,20250930,11288457.17,0.12
301357.SZ,20260424,20251231,28873731.55,0.3
301357.SZ,20260424,20260331,-12453883.61,-0.1308
