ts_code,ann_date,end_date,n_income,basic_eps
603011.SH,20230428,20230331,19192849.24,0.04
603011.SH,20230829,20230630,46159525.32,0.09
603011.SH,20231027,20230930,74004300.3,0.15
603011.SH,20240424,20231231,15447097.45,0.03
603011.SH,20240430,20240331,5416033.81,0.01
603011.SH,20240828,20240630,10659277.5,0.02
603011.SH,20241030,20240930,7445708.57,0.02
603011.SH,20250429,20241231,-89614567.44,-0.18
603011.SH,20250429,20250331,7249979.28,0.01
603011.SH,20250827,20250630,9212530.58,0.02
603011.SH,20251030,20250930,-44820431.85,-0.09
603011.SH,20260424,20251231,-249042314.18,-0.5
603011.SH,20260429,20260331,-28850704.71,-0.06
