ts_code,ann_date,end_date,n_income,basic_eps
002830.SZ,20230429,20230331,-4071299.34,-0.04
002830.SZ,20230826,20230630,9588213.56,0.06
002830.SZ,20231031,20230930,18341029.61,0.11
002830.SZ,20240427,20231231,43364837.94,0.29
002830.SZ,20240427,20240331,4806374.69,0.03
002830.SZ,20240831,20240630,11039604.44,0.07
002830.SZ,20241025,20240930,19507224.75,0.12
002830.SZ,20250426,20241231,45431281.66,0.31
002830.SZ,20250426,20250331,3935069.31,0.02
002830.SZ,20250828,20250630,9561103.05,0.06
002830.SZ,20251029,20250930,19182409.21,0.12
002830.SZ,20260428,20251231,48334287.17,0.33
002830.SZ,20260428,20260331,4679062.1,0.03
