ts_code,ann_date,end_date,n_income,basic_eps
920926.BJ,20230513,20230331,5291755.9,0.17
920926.BJ,20230829,20230630,15939752.84,0.51
920926.BJ,20231027,20230930,24948513.96,0.77
920926.BJ,20240424,20231231,36497407.78,1.05
920926.BJ,20240427,20240331,6989089.39,0.17
920926.BJ,20240828,20240630,14107887.13,0.23
920926.BJ,20241026,20240930,21345216.14,0.36
920926.BJ,20250426,20241231,34553358.79,0.59
920926.BJ,20250426,20250331,7040163.57,0.12
920926.BJ,20250828,20250630,14734179.27,0.17
920926.BJ,20251030,20250930,19972182.85,0.24
920926.BJ,20260428,20251231,26527396.56,0.31
920926.BJ,20260428,20260331,168071.51,0.005
