ts_code,ann_date,end_date,n_income,basic_eps
301090.SZ,20230425,20230331,163893532.23,0.111
301090.SZ,20230825,20230630,320074531.5,0.2169
301090.SZ,20231030,20230930,442894226.67,0.3002
301090.SZ,20240426,20231231,379215438.22,0.2576
301090.SZ,20240426,20240331,-78682236.74,-0.0531
301090.SZ,20240828,20240630,-171255675.44,-0.1153
301090.SZ,20241029,20240930,-254033827.25,-0.1711
301090.SZ,20250424,20241231,-574386025.34,-0.385
301090.SZ,20250424,20250331,-19487585.02,-0.0131
301090.SZ,20250827,20250630,-121286466.04,-0.0819
301090.SZ,20251027,20250930,-95348875.01,-0.0644
301090.SZ,20260420,20251231,-86169434.55,-0.0583
301090.SZ,20260427,20260331,20902845.63,0.0142
