ts_code,ann_date,end_date,n_income,basic_eps
920039.BJ,20230428,20230331,19286372.21,0.13
920039.BJ,20230810,20230630,34404612.91,0.22
920039.BJ,20231031,20230930,51841703.02,0.33
920039.BJ,20240313,20231231,64653235.4,0.41
920039.BJ,20240427,20240331,14954136.2,0.1
920039.BJ,20240830,20240630,29214313.9,0.19
920039.BJ,20241031,20240930,40830726.87,0.27
920039.BJ,20250401,20241231,56618544.23,0.36
920039.BJ,20250429,20250331,11081139.16,0.07
920039.BJ,20250829,20250630,19591326.42,0.13
920039.BJ,20251031,20250930,28578190.43,0.19
920039.BJ,20260430,20251231,30055630.68,0.2
920039.BJ,20260430,20260331,7497559.19,0.05
