ts_code,ann_date,end_date,n_income,basic_eps
600015.SH,20230428,20230331,5967000000.0,0.31
600015.SH,20230826,20230630,12365000000.0,0.58
600015.SH,20231028,20230930,18340000000.0,0.95
600015.SH,20240430,20231231,26845000000.0,1.48
600015.SH,20240430,20240331,6006000000.0,0.37
600015.SH,20240831,20240630,12716000000.0,0.66
600015.SH,20241031,20240930,18902000000.0,1.04
600015.SH,20250418,20241231,28196000000.0,1.62
600015.SH,20250430,20250331,5172000000.0,0.32
600015.SH,20250829,20250630,11745000000.0,0.66
600015.SH,20251024,20250930,18466000000.0,1.04
600015.SH,20260331,20251231,27751000000.0,1.62
600015.SH,20260430,20260331,5120000000.0,0.31
