ts_code,ann_date,end_date,n_income,basic_eps
002492.SZ,20230429,20230331,25930196.49,0.0635
002492.SZ,20230826,20230630,57129172.89,0.1389
002492.SZ,20231028,20230930,87961196.97,0.2135
002492.SZ,20240420,20231231,118109863.3,0.2853
002492.SZ,20240430,20240331,24345406.1,0.0606
002492.SZ,20240824,20240630,39103901.91,0.0962
002492.SZ,20241026,20240930,55478895.82,0.1375
002492.SZ,20250419,20241231,63817905.88,0.1608
002492.SZ,20250429,20250331,21006064.47,0.0513
002492.SZ,20250823,20250630,45047588.02,0.1097
002492.SZ,20251030,20250930,53991229.35,0.1304
002492.SZ,20260411,20251231,-63798778.65,-0.1589
002492.SZ,20260425,20260331,19871095.99,0.0485
