ts_code,ann_date,end_date,n_income,basic_eps
300347.SZ,20230426,20230331,568325660.27,0.66
300347.SZ,20230826,20230630,1408089992.74,1.61
300347.SZ,20231028,20230930,2027846971.74,2.17
300347.SZ,20240329,20231231,2149926843.57,2.34
300347.SZ,20240426,20240331,312570373.39,0.27
300347.SZ,20240829,20240630,557578693.92,0.57
300347.SZ,20241030,20240930,903135476.96,0.94
300347.SZ,20250328,20241231,447831286.97,0.47
300347.SZ,20250429,20250331,109980847.86,0.19
300347.SZ,20250829,20250630,362828303.84,0.45
300347.SZ,20251029,20250930,1091681166.46,1.19
300347.SZ,20260331,20251231,805056174.52,1.04
300347.SZ,20260429,20260331,330083645.62,0.06
