ts_code,ann_date,end_date,n_income,basic_eps
002045.SZ,20230426,20230331,7151669.58,0.02
002045.SZ,20230830,20230630,64462874.87,0.14
002045.SZ,20231028,20230930,312373406.2,0.69
002045.SZ,20240416,20231231,360960071.81,0.78
002045.SZ,20240427,20240331,29267282.72,0.05
002045.SZ,20240821,20240630,105143086.51,0.19
002045.SZ,20241023,20240930,244570569.71,0.44
002045.SZ,20250429,20241231,253697615.36,0.46
002045.SZ,20250429,20250331,32775036.51,0.06
002045.SZ,20250826,20250630,64700978.22,0.11
002045.SZ,20251028,20250930,19552022.18,0.03
002045.SZ,20260421,20251231,-112126813.45,-0.2
002045.SZ,20260421,20260331,-25741000.75,-0.05
