ts_code,ann_date,end_date,n_income,basic_eps
301313.SZ,20230428,20230331,-1734623.32,-0.0041
301313.SZ,20230819,20230630,-17467777.08,-0.1532
301313.SZ,20231027,20230930,-25376419.14,-0.22
301313.SZ,20240426,20231231,8916110.57,0.1
301313.SZ,20240426,20240331,-37059295.85,-0.352
301313.SZ,20240830,20240630,-70802348.31,-0.6713
301313.SZ,20241030,20240930,-128680180.54,-1.22
301313.SZ,20250425,20241231,-188814494.79,-1.79
301313.SZ,20250425,20250331,-22956336.64,-0.2161
301313.SZ,20250828,20250630,-46845715.08,-0.45
301313.SZ,20251028,20250930,-97789957.12,-0.92
301313.SZ,20260428,20251231,-132584641.21,-1.29
301313.SZ,20260429,20260331,-28780335.13,-0.24
