ts_code,ann_date,end_date,n_income,basic_eps
600460.SH,20230429,20230331,214381650.82,0.15
600460.SH,20230819,20230630,-45251679.13,-0.03
600460.SH,20231027,20230930,-188000435.32,-0.13
600460.SH,20240409,20231231,-64557632.35,-0.02
600460.SH,20240430,20240331,-54107760.19,-0.009
600460.SH,20240820,20240630,-111370535.83,-0.01
600460.SH,20241031,20240930,-100170542.77,0.02
600460.SH,20250419,20241231,-23861927.1,0.13
600460.SH,20250430,20250331,89532316.18,0.09
600460.SH,20250823,20250630,132836178.36,0.16
600460.SH,20251031,20250930,160248562.71,0.21
600460.SH,20260425,20251231,138194736.58,0.24
600460.SH,20260430,20260331,148051078.94,0.13
