ts_code,ann_date,end_date,n_income,basic_eps
002266.SZ,20230429,20230331,495837815.91,0.09
002266.SZ,20230825,20230630,753217884.65,0.14
002266.SZ,20231027,20230930,999080431.96,0.19
002266.SZ,20240427,20231231,1027926203.76,0.19
002266.SZ,20240427,20240331,312900688.73,0.06
002266.SZ,20240831,20240630,491624128.33,0.09
002266.SZ,20241031,20240930,789184918.37,0.15
002266.SZ,20250426,20241231,1007975166.81,0.19
002266.SZ,20250426,20250331,287600006.72,0.05
002266.SZ,20250830,20250630,607305595.66,0.11
002266.SZ,20251030,20250930,794695660.86,0.14
002266.SZ,20260429,20251231,1178518637.72,0.22
002266.SZ,20260429,20260331,617821089.62,0.12
