ts_code,ann_date,end_date,n_income,basic_eps
001333.SZ,20230425,20230331,24512480.04,0.19
001333.SZ,20230804,20230630,55436317.81,0.43
001333.SZ,20231030,20230930,91720090.24,0.7166
001333.SZ,20240425,20231231,105244005.97,0.82
001333.SZ,20240425,20240331,26498838.16,0.21
001333.SZ,20240829,20240630,64239199.89,0.5
001333.SZ,20241028,20240930,95802003.21,0.7485
001333.SZ,20250328,20241231,146396329.13,1.14
001333.SZ,20250430,20250331,25539492.93,0.2
001333.SZ,20250828,20250630,50297775.62,0.39
001333.SZ,20251027,20250930,78884246.85,0.62
001333.SZ,20260422,20251231,115828685.51,0.9
001333.SZ,20260422,20260331,24582388.98,0.19
