ts_code,ann_date,end_date,n_income,basic_eps
688035.SH,20230422,20230331,23606289.43,0.17
688035.SH,20230818,20230630,49884386.95,0.35
688035.SH,20231028,20230930,82401932.33,0.59
688035.SH,20240420,20231231,100315949.21,0.72
688035.SH,20240427,20240331,13399091.91,0.1
688035.SH,20240824,20240630,32960506.35,0.24
688035.SH,20241024,20240930,59343316.78,0.43
688035.SH,20250419,20241231,97526323.92,0.69
688035.SH,20250426,20250331,27489960.3,0.19
688035.SH,20250816,20250630,46492581.98,0.32
688035.SH,20251025,20250930,70431751.75,0.5
688035.SH,20260411,20251231,109260109.02,0.76
688035.SH,20260425,20260331,35087020.35,0.24
