ts_code,ann_date,end_date,n_income,basic_eps
300594.SZ,20230428,20230331,-20082614.34,-0.21
300594.SZ,20230819,20230630,2466106.08,0.04
300594.SZ,20231026,20230930,788310.89,0.02
300594.SZ,20240426,20231231,-4309445.02,-0.03
300594.SZ,20240426,20240331,-21621936.6,-0.24
300594.SZ,20240830,20240630,-20943728.97,-0.24
300594.SZ,20241024,20240930,-42795192.2,-0.47
300594.SZ,20250424,20241231,-78501215.31,-0.83
300594.SZ,20250424,20250331,-13393705.2,-0.15
300594.SZ,20250828,20250630,2555236.0,0.02
300594.SZ,20251029,20250930,-12351449.59,-0.15
300594.SZ,20260429,20251231,-18403636.89,-0.16
300594.SZ,20260429,20260331,-12349297.56,-0.13
