ts_code,ann_date,end_date,n_income,basic_eps
920270.BJ,20230422,20230331,11755985.14,0.27
920270.BJ,20230819,20230630,27479463.51,0.63
920270.BJ,20231028,20230930,47287913.75,0.54
920270.BJ,20240419,20231231,57913654.17,0.66
920270.BJ,20240427,20240331,12992227.1,0.15
920270.BJ,20240824,20240630,28768638.82,0.33
920270.BJ,20241031,20240930,48007285.83,0.46
920270.BJ,20250403,20241231,62195039.34,0.59
920270.BJ,20250430,20250331,9364692.55,0.09
920270.BJ,20250827,20250630,22332895.14,0.21
920270.BJ,20251031,20250930,35004578.98,0.33
920270.BJ,20260328,20251231,36068723.16,0.34
920270.BJ,20260428,20260331,5982453.72,0.06
