ts_code,ann_date,end_date,n_income,basic_eps
920992.BJ,20230420,20230331,5290570.22,0.0547
920992.BJ,20230812,20230630,8290186.98,0.0857
920992.BJ,20231024,20230930,12310510.11,0.13
920992.BJ,20240323,20231231,16126507.82,0.1667
920992.BJ,20240419,20240331,4583048.38,0.0474
920992.BJ,20240810,20240630,10426784.69,0.1078
920992.BJ,20241023,20240930,11790374.41,0.1219
920992.BJ,20250322,20241231,18087029.57,0.187
920992.BJ,20250419,20250331,5061062.76,0.0523
920992.BJ,20250816,20250630,11045823.5,0.1142
920992.BJ,20251023,20250930,12756078.36,0.1319
920992.BJ,20260327,20251231,19107093.28,0.1975
920992.BJ,20260417,20260331,6050407.2,0.0625
