ts_code,ann_date,end_date,n_income,basic_eps
920123.BJ,20230610,20230331,7029398.42,0.09
920123.BJ,20230829,20230630,21457072.14,0.28
920123.BJ,20231107,20230930,30329206.28,0.4
920123.BJ,20240131,20231231,41488510.59,0.54
920123.BJ,20240427,20240331,7753467.8,0.09
920123.BJ,20240829,20240630,14458026.23,0.17
920123.BJ,20241030,20240930,28764558.92,0.34
920123.BJ,20250426,20241231,44187497.23,0.53
920123.BJ,20250426,20250331,8355396.62,0.1
920123.BJ,20250828,20250630,16641038.59,0.15
920123.BJ,20251029,20250930,28781581.76,0.26
920123.BJ,20260428,20251231,37712913.5,0.35
920123.BJ,20260428,20260331,9764457.23,0.09
