ts_code,ann_date,end_date,n_income,basic_eps
688201.SH,20230428,20230331,-32571787.33,-0.2363
688201.SH,20230810,20230630,-26892291.17,-0.2016
688201.SH,20231028,20230930,-7762335.3,-0.0585
688201.SH,20240427,20231231,16405153.08,0.0532
688201.SH,20240427,20240331,-27633155.76,-0.1384
688201.SH,20240830,20240630,-30958279.61,-0.1559
688201.SH,20241030,20240930,-44809325.61,-0.1551
688201.SH,20250429,20241231,-40354866.23,-0.1515
688201.SH,20250429,20250331,-9639503.61,-0.0327
688201.SH,20250829,20250630,11970743.97,0.0327
688201.SH,20251030,20250930,17381979.75,0.0461
688201.SH,20260428,20251231,29806424.1,0.0648
688201.SH,20260428,20260331,-13986346.42,-0.0452
