ts_code,ann_date,end_date,n_income,basic_eps
920357.BJ,20230428,20230331,17103902.9,0.28
920357.BJ,20230826,20230630,25267886.2,0.32
920357.BJ,20231026,20230930,31906188.54,0.4
920357.BJ,20240426,20231231,43056850.34,0.54
920357.BJ,20240426,20240331,5613390.44,0.07
920357.BJ,20240816,20240630,24388336.98,0.3
920357.BJ,20241030,20240930,35667919.18,0.45
920357.BJ,20250429,20241231,48265721.61,0.6
920357.BJ,20250429,20250331,12068392.62,0.15
920357.BJ,20250821,20250630,29270744.85,0.37
920357.BJ,20251014,20250930,48718752.34,0.61
920357.BJ,20260416,20251231,65827895.19,0.82
920357.BJ,20260416,20260331,20685008.36,0.26
