ts_code,ann_date,end_date,n_income,basic_eps
920021.BJ,20230428,20230331,6947664.34,0.02
920021.BJ,20230826,20230630,5608168.1,0.02
920021.BJ,20231026,20230930,12218794.7,0.04
920021.BJ,20240427,20231231,18255873.74,0.07
920021.BJ,20240427,20240331,988881.32,0.01
920021.BJ,20240824,20240630,141588.97,0.01
920021.BJ,20241031,20240930,-7284514.89,-0.02
920021.BJ,20250426,20241231,-27913914.5,-0.08
920021.BJ,20250426,20250331,1204479.0,0.01
920021.BJ,20250823,20250630,359988.21,0.0038
920021.BJ,20251031,20250930,-13982913.72,-0.04
920021.BJ,20260425,20251231,6802722.21,0.03
920021.BJ,20260430,20260331,5298406.49,0.02
