ts_code,ann_date,end_date,n_income,basic_eps
605296.SH,20230426,20230331,-105869095.59,-0.2
605296.SH,20230831,20230630,-263845718.66,-0.51
605296.SH,20231027,20230930,-217121958.47,-0.42
605296.SH,20240426,20231231,-401242387.97,-0.77
605296.SH,20240426,20240331,-3599334.94,-0.01
605296.SH,20240829,20240630,123902400.79,0.24
605296.SH,20241029,20240930,480202476.07,0.92
605296.SH,20250429,20241231,686733885.91,1.31
605296.SH,20250429,20250331,228601867.5,0.44
605296.SH,20250827,20250630,387516418.92,0.75
605296.SH,20251028,20250930,461578201.27,0.89
605296.SH,20260425,20251231,338963686.41,0.65
605296.SH,20260425,20260331,-648352132.21,-1.25
