ts_code,ann_date,end_date,n_income,basic_eps
300247.SZ,20230426,20230331,18327304.0,0.0139
300247.SZ,20230830,20230630,32049786.72,0.0262
300247.SZ,20231028,20230930,38691932.62,0.0319
300247.SZ,20240424,20231231,41918811.35,0.03
300247.SZ,20240425,20240331,28219984.12,0.0259
300247.SZ,20240829,20240630,40185820.69,0.0357
300247.SZ,20241025,20240930,50135304.15,0.0453
300247.SZ,20250423,20241231,66057188.21,0.06
300247.SZ,20250425,20250331,43041726.99,0.0385
300247.SZ,20250827,20250630,64161687.9,0.0591
300247.SZ,20251027,20250930,91494163.14,0.0827
300247.SZ,20260422,20251231,108145094.75,0.09
300247.SZ,20260428,20260331,36430717.97,0.0295
