ts_code,ann_date,end_date,n_income,basic_eps
600879.SH,20230428,20230331,181673739.58,0.067
600879.SH,20230830,20230630,402158558.38,0.143
600879.SH,20231028,20230930,528104440.34,0.18
600879.SH,20240323,20231231,590798097.03,0.177
600879.SH,20240429,20240331,153584144.63,0.043
600879.SH,20240831,20240630,282517676.11,0.076
600879.SH,20241030,20240930,595464825.68,0.17
600879.SH,20250327,20241231,601777545.72,0.166
600879.SH,20250429,20250331,7287765.21,0.009
600879.SH,20250828,20250630,155176080.27,0.053
600879.SH,20251030,20250930,191330067.16,0.063
600879.SH,20260328,20251231,250686242.52,0.069
600879.SH,20260429,20260331,3824220.58,0.009
