ts_code,ann_date,end_date,n_income,basic_eps
603882.SH,20230425,20230331,140616978.25,0.32
603882.SH,20230829,20230630,282235598.93,0.61
603882.SH,20231028,20230930,566649689.09,1.23
603882.SH,20240426,20231231,636908511.03,1.38
603882.SH,20240426,20240331,-26419413.39,-0.04
603882.SH,20240831,20240630,83261928.89,0.19
603882.SH,20241031,20240930,83867861.65,0.2
603882.SH,20250426,20241231,-414703700.92,-0.82
603882.SH,20250426,20250331,-34725978.18,-0.06
603882.SH,20250823,20250630,-96868140.52,-0.18
603882.SH,20251030,20250930,-88794076.93,-0.17
603882.SH,20260425,20251231,-178600830.71,-0.37
603882.SH,20260425,20260331,47882754.88,0.09
