ts_code,ann_date,end_date,n_income,basic_eps
920592.BJ,20230512,20230331,-16191546.98,-0.32
920592.BJ,20230817,20230630,-22752115.01,-0.46
920592.BJ,20231027,20230930,-43217508.56,-0.8
920592.BJ,20240423,20231231,7504170.32,0.14
920592.BJ,20240423,20240331,-9150287.46,-0.15
920592.BJ,20240823,20240630,-25288000.67,-0.4
920592.BJ,20241026,20240930,-29617307.17,-0.47
920592.BJ,20250429,20241231,11770600.37,0.19
920592.BJ,20250429,20250331,-7956037.34,-0.12
920592.BJ,20250826,20250630,-24422431.45,-0.29
920592.BJ,20251030,20250930,-34133517.69,-0.41
920592.BJ,20260429,20251231,-40179129.88,-0.48
920592.BJ,20260429,20260331,-7215770.21,-0.09
