ts_code,ann_date,end_date,n_income,basic_eps
601968.SH,20230428,20230331,64481375.73,0.05
601968.SH,20230831,20230630,136102066.65,0.11
601968.SH,20231031,20230930,218411112.83,0.18
601968.SH,20240427,20231231,242794110.11,0.19
601968.SH,20240427,20240331,61531330.7,0.05
601968.SH,20240831,20240630,102850906.96,0.08
601968.SH,20241031,20240930,170781045.0,0.14
601968.SH,20250424,20241231,191463671.48,0.15
601968.SH,20250429,20250331,64316070.99,0.04
601968.SH,20250828,20250630,114083382.06,0.08
601968.SH,20251031,20250930,191805027.11,0.14
601968.SH,20260425,20251231,206666046.58,0.15
601968.SH,20260425,20260331,70066996.52,0.05
