ts_code,ann_date,end_date,n_income,basic_eps
920014.BJ,20230428,20230331,5763684.56,0.06
920014.BJ,20230829,20230630,21131352.02,0.22
920014.BJ,20231031,20230930,40224694.98,0.32
920014.BJ,20240430,20231231,59794455.64,0.48
920014.BJ,20240430,20240331,6883694.05,0.05
920014.BJ,20240821,20240630,24490699.61,0.19
920014.BJ,20241026,20240930,40152039.8,0.32
920014.BJ,20250426,20241231,60387294.26,0.49
920014.BJ,20250429,20250331,3213667.11,0.03
920014.BJ,20250826,20250630,7769166.82,0.06
920014.BJ,20251031,20250930,22017911.89,0.18
920014.BJ,20260430,20251231,8694243.66,0.07
920014.BJ,20260430,20260331,3904081.06,0.03
