ts_code,ann_date,end_date,n_income,basic_eps
688499.SH,20230428,20230331,-66893750.66,-0.76
688499.SH,20230826,20230630,-31557631.1,-0.26
688499.SH,20231028,20230930,15508458.93,0.13
688499.SH,20240420,20231231,-187797698.31,-1.7
688499.SH,20240425,20240331,-188953272.84,-1.53
688499.SH,20240824,20240630,-175213048.63,-1.4
688499.SH,20241031,20240930,-522041106.19,-3.82
688499.SH,20250430,20241231,-1047322261.11,-8.12
688499.SH,20250430,20250331,12886005.13,0.08
688499.SH,20250821,20250630,33035211.15,0.2
688499.SH,20251021,20250930,46630045.84,0.28
688499.SH,20260416,20251231,51011230.69,0.31
688499.SH,20260430,20260331,19121503.54,0.11
