ts_code,ann_date,end_date,n_income,basic_eps
920781.BJ,20230428,20230331,1850003.71,0.02
920781.BJ,20230824,20230630,15377999.12,0.11
920781.BJ,20231027,20230930,21324860.16,0.15
920781.BJ,20240423,20231231,24900941.33,0.18
920781.BJ,20240423,20240331,3926985.92,0.03
920781.BJ,20240820,20240630,13278010.08,0.09
920781.BJ,20241031,20240930,15472426.66,0.11
920781.BJ,20250402,20241231,22971585.46,0.16
920781.BJ,20250429,20250331,-1726325.9,-0.01
920781.BJ,20250828,20250630,-8243269.45,-0.05
920781.BJ,20251030,20250930,-13373939.91,-0.09
920781.BJ,20260428,20251231,-47498638.79,-0.31
920781.BJ,20260428,20260331,-7060521.83,-0.05
