ts_code,ann_date,end_date,n_income,basic_eps
603893.SH,20230426,20230331,-18378664.3,-0.04
603893.SH,20230815,20230630,24799813.66,0.06
603893.SH,20231019,20230930,77316426.84,0.19
603893.SH,20240415,20231231,134885044.41,0.32
603893.SH,20240426,20240331,67649705.21,0.16
603893.SH,20240827,20240630,182772073.78,0.44
603893.SH,20241023,20240930,351709019.93,0.84
603893.SH,20250423,20241231,594862210.27,1.42
603893.SH,20250423,20250331,209479446.98,0.5
603893.SH,20250819,20250630,531146082.91,1.27
603893.SH,20251028,20250930,779576888.33,1.86
603893.SH,20260415,20251231,1039952125.0,2.48
603893.SH,20260422,20260331,329194658.46,0.78
