ts_code,ann_date,end_date,n_income,basic_eps
920679.BJ,20230510,20230331,17048967.13,0.42
920679.BJ,20230812,20230630,26243297.14,0.65
920679.BJ,20240430,20231231,42384434.8,0.99
920679.BJ,20240430,20240331,13846585.76,0.34
920679.BJ,20240830,20240630,18037035.47,0.32
920679.BJ,20241030,20240930,18569836.8,0.33
920679.BJ,20250430,20241231,23136173.2,0.41
920679.BJ,20250430,20250331,-1353979.03,-0.02
920679.BJ,20250829,20250630,7357075.91,0.13
920679.BJ,20251031,20250930,14261379.16,0.26
920679.BJ,20260429,20251231,19206742.07,0.35
920679.BJ,20260429,20260331,4113135.25,0.07
