ts_code,ann_date,end_date,n_income,basic_eps
002879.SZ,20230427,20230331,5064503.44,0.03
002879.SZ,20230818,20230630,25876988.08,0.13
002879.SZ,20231027,20230930,32894564.01,0.17
002879.SZ,20240315,20231231,72132632.03,0.38
002879.SZ,20240429,20240331,16252172.69,0.09
002879.SZ,20240830,20240630,44682002.79,0.25
002879.SZ,20241028,20240930,59754765.26,0.32
002879.SZ,20250318,20241231,82345121.04,0.41
002879.SZ,20250429,20250331,7415198.1,0.01
002879.SZ,20250812,20250630,40542174.59,0.16
002879.SZ,20251027,20250930,47529221.19,0.19
002879.SZ,20260317,20251231,150196911.68,0.78
002879.SZ,20260428,20260331,5132260.48,0.01
