ts_code,ann_date,end_date,n_income,basic_eps
300583.SZ,20230425,20230331,17525308.93,0.14
300583.SZ,20230731,20230630,66779766.68,0.55
300583.SZ,20231021,20230930,67810027.16,0.5
300583.SZ,20240429,20231231,48547150.18,0.25
300583.SZ,20240429,20240331,3711472.71,0.02
300583.SZ,20240827,20240630,12970951.35,0.07
300583.SZ,20241029,20240930,13200659.89,0.08
300583.SZ,20250429,20241231,-101328265.58,-0.47
300583.SZ,20250429,20250331,-31952940.52,-0.15
300583.SZ,20250826,20250630,-59836360.14,-0.28
300583.SZ,20251029,20250930,-79128524.62,-0.36
300583.SZ,20260428,20251231,-84680814.44,-0.39
300583.SZ,20260428,20260331,4575834.31,0.02
