ts_code,ann_date,end_date,n_income,basic_eps
002368.SZ,20230428,20230331,28041274.18,0.0463
002368.SZ,20230831,20230630,50857074.5,0.0839
002368.SZ,20231028,20230930,132153399.27,0.216
002368.SZ,20240418,20231231,410163633.84,0.611
002368.SZ,20240430,20240331,16443076.99,0.0262
002368.SZ,20240831,20240630,-158915361.58,-0.2549
002368.SZ,20241031,20240930,-26115022.48,-0.0454
002368.SZ,20250402,20241231,227032549.79,0.3066
002368.SZ,20250430,20250331,16539627.81,0.0261
002368.SZ,20250829,20250630,12435558.18,0.0155
002368.SZ,20251030,20250930,11429172.18,0.0065
002368.SZ,20260430,20251231,-720552243.79,-1.2242
002368.SZ,20260430,20260331,-121995026.26,-0.192
