ts_code,ann_date,end_date,n_income,basic_eps
688432.SH,20230427,20230331,86202894.13,0.06
688432.SH,20230810,20230630,183409946.05,0.13
688432.SH,20231027,20230930,251973082.03,0.18
688432.SH,20240329,20231231,288257246.53,0.2
688432.SH,20240426,20240331,63718209.36,0.05
688432.SH,20240810,20240630,148298203.05,0.1
688432.SH,20241030,20240930,222477606.38,0.16
688432.SH,20250331,20241231,269226995.91,0.1871
688432.SH,20250424,20250331,58156436.17,0.039
688432.SH,20250814,20250630,125153724.56,0.09
688432.SH,20251028,20250930,183877536.02,0.1255
688432.SH,20260327,20251231,246003776.69,0.1682
688432.SH,20260429,20260331,59124853.18,0.04
