ts_code,ann_date,end_date,n_income,basic_eps
920185.BJ,20230429,20230331,331196214.99,0.4
920185.BJ,20230829,20230630,931572068.81,0.77
920185.BJ,20231031,20230930,1511442292.58,1.24
920185.BJ,20240416,20231231,1839651114.63,1.5
920185.BJ,20240430,20240331,221468178.75,0.2
920185.BJ,20240830,20240630,499314446.75,0.44
920185.BJ,20241031,20240930,674965482.42,0.6
920185.BJ,20250416,20241231,946437584.85,0.83
920185.BJ,20250430,20250331,211347092.71,0.16
920185.BJ,20250829,20250630,587766457.53,0.42
920185.BJ,20251031,20250930,962239384.67,0.68
920185.BJ,20260425,20251231,1148688092.7,0.78
920185.BJ,20260430,20260331,225116714.64,0.14
