ts_code,ann_date,end_date,n_income,basic_eps
920770.BJ,20230428,20230331,11119896.17,0.1
920770.BJ,20230819,20230630,33908413.9,0.28
920770.BJ,20231027,20230930,54911219.31,0.44
920770.BJ,20240426,20231231,53639846.95,0.43
920770.BJ,20240426,20240331,6517145.82,0.05
920770.BJ,20240830,20240630,19173793.03,0.15
920770.BJ,20241030,20240930,41104070.87,0.32
920770.BJ,20250429,20241231,35230316.73,0.27
920770.BJ,20250429,20250331,5107094.25,0.04
920770.BJ,20250826,20250630,23241971.04,0.18
920770.BJ,20251030,20250930,49515824.65,0.38
920770.BJ,20260417,20251231,45195202.98,0.35
920770.BJ,20260430,20260331,3191906.01,0.02
