ts_code,ann_date,end_date,n_income,basic_eps
920866.BJ,20230422,20230331,5575294.44,0.03
920866.BJ,20230822,20230630,26151245.63,0.15
920866.BJ,20231031,20230930,42750259.36,0.25
920866.BJ,20240330,20231231,49085520.59,0.29
920866.BJ,20240427,20240331,5395242.01,0.03
920866.BJ,20240828,20240630,20353926.16,0.11
920866.BJ,20241030,20240930,33336296.53,0.18
920866.BJ,20250422,20241231,54205149.18,0.28
920866.BJ,20250429,20250331,5522569.29,0.02
920866.BJ,20250826,20250630,19810857.82,0.09
920866.BJ,20251029,20250930,22047039.12,0.11
920866.BJ,20260414,20251231,38309534.11,0.18
920866.BJ,20260429,20260331,8337765.24,0.04
