ts_code,ann_date,end_date,n_income,basic_eps
603329.SH,20230427,20230331,-7549372.27,-0.0493
603329.SH,20230831,20230630,-36191087.87,-0.22
603329.SH,20231028,20230930,-10613470.73,-0.05
603329.SH,20240426,20231231,6942324.0,0.06
603329.SH,20240426,20240331,2936025.6,0.0267
603329.SH,20240829,20240630,11343841.99,0.09
603329.SH,20241029,20240930,30635307.68,0.2
603329.SH,20250424,20241231,37687275.42,0.27
603329.SH,20250424,20250331,8523172.21,0.0614
603329.SH,20250828,20250630,18150436.29,0.1
603329.SH,20251030,20250930,23928648.86,0.13
603329.SH,20260429,20251231,36291648.39,0.18
603329.SH,20260429,20260331,40591008.78,0.1608
