ts_code,ann_date,end_date,n_income,basic_eps
601601.SH,20230428,20230331,11888000000.0,1.21
601601.SH,20230828,20230630,18747000000.0,1.91
601601.SH,20231028,20230930,23680000000.0,2.41
601601.SH,20240329,20231231,27911000000.0,2.83
601601.SH,20240427,20240331,12088000000.0,1.22
601601.SH,20240830,20240630,25858000000.0,2.61
601601.SH,20241031,20240930,39459000000.0,3.98
601601.SH,20250327,20241231,46441000000.0,4.67
601601.SH,20250426,20250331,10009000000.0,1.0
601601.SH,20250829,20250630,28806000000.0,2.9
601601.SH,20251031,20250930,47125000000.0,4.75
601601.SH,20260327,20251231,55399000000.0,5.56
601601.SH,20260429,20260331,10367000000.0,1.04
