ts_code,ann_date,end_date,n_income,basic_eps
920198.BJ,20230427,20230331,-30077068.43,-0.19
920198.BJ,20230830,20230630,-27455275.84,-0.17
920198.BJ,20231028,20230930,-35373346.29,-0.22
920198.BJ,20240430,20231231,-191674985.1,-1.19
920198.BJ,20240430,20240331,-43625309.86,-0.27
920198.BJ,20240828,20240630,-49576236.0,-0.31
920198.BJ,20241029,20240930,-55757469.11,-0.35
920198.BJ,20250426,20241231,4112242.43,0.03
920198.BJ,20250426,20250331,-40504007.01,-0.25
920198.BJ,20250819,20250630,-40898009.71,-0.25
920198.BJ,20251031,20250930,-42299446.18,-0.26
920198.BJ,20260429,20251231,-11877653.06,-0.07
920198.BJ,20260429,20260331,-20727791.08,-0.13
