ts_code,ann_date,end_date,n_income,basic_eps
603298.SH,20230421,20230331,301243656.53,0.34
603298.SH,20230818,20230630,828129135.01,0.87
603298.SH,20231018,20230930,1377794948.83,1.43
603298.SH,20240418,20231231,1834611753.84,1.86
603298.SH,20240423,20240331,402122665.19,0.4
603298.SH,20240820,20240630,1071758792.48,0.77
603298.SH,20241022,20240930,1644380040.25,1.2
603298.SH,20250418,20241231,2160917735.99,1.54
603298.SH,20250422,20250331,451743267.96,0.33
603298.SH,20250822,20250630,1170515945.65,0.86
603298.SH,20251023,20250930,1821336114.56,1.34
603298.SH,20260422,20251231,2317636045.39,1.67
603298.SH,20260424,20260331,464313366.67,0.36
