ts_code,ann_date,end_date,n_income,basic_eps
603098.SH,20230429,20230331,22458854.42,0.04
603098.SH,20230831,20230630,61701025.5,0.12
603098.SH,20231031,20230930,79589263.65,0.15
603098.SH,20240430,20231231,57297111.09,0.11
603098.SH,20240430,20240331,20259963.13,0.04
603098.SH,20240829,20240630,55187244.39,0.11
603098.SH,20241031,20240930,71959293.61,0.14
603098.SH,20250423,20241231,73714316.24,0.14
603098.SH,20250430,20250331,34149841.32,0.06
603098.SH,20250830,20250630,74923380.19,0.13
603098.SH,20251031,20250930,101724765.63,0.18
603098.SH,20260420,20251231,107285475.34,0.19
603098.SH,20260430,20260331,20578060.49,0.04
