ts_code,ann_date,end_date,n_income,basic_eps
002882.SZ,20230426,20230331,42628536.27,0.0985
002882.SZ,20230825,20230630,121398750.33,0.2804
002882.SZ,20231021,20230930,174687558.89,0.4035
002882.SZ,20240413,20231231,163205308.77,0.377
002882.SZ,20240427,20240331,36034169.84,0.0834
002882.SZ,20240823,20240630,82843930.27,0.1931
002882.SZ,20241025,20240930,124627603.63,0.2922
002882.SZ,20250403,20241231,137190007.14,0.3237
002882.SZ,20250423,20250331,36518337.34,0.0859
002882.SZ,20250809,20250630,64633310.14,0.1541
002882.SZ,20251025,20250930,101746156.62,0.2425
002882.SZ,20260327,20251231,102306246.66,0.2472
002882.SZ,20260425,20260331,5085482.1,0.0176
